Session,User,Query,Code,Page_number,Ranking_position,c_i,Sum_c,Jaccard Similarity Coeficient,c_i + Jaccard,Sum_(c_i + Jaccard),m_i,gamma_r_ij,p_i,m_i/p_i,log_2 m_i/p_i,H_parcial,H_Total,D_kg,D_kg_round
,,locação casa contas cobrança,PT1,,,0,0,"0,75","0,75","1,75",NA,0,0,NA,,,,,
,,,SMI6,1,1,1,1,"0,75","1,75","1,75",1,1,1,1,0,0,0,"0,01","0,01"
,,,SMI8,,,0,1,"0,75","0,75","1,75",NA,0,0,NA,,,,,
,,,C6,,,0,1,"0,75","0,75","1,75",NA,0,0,NA,,,,,
,,Pedido de retomada do imóvel,SMI2,1,6,1,2,0,1,"2,75","0,3636363636","0,54","0,54","0,6734006734","-0,570462931","-0,3080499828","-0,3080499828","0,01308049983","0,01"
,,,SMI6,,,0,2,0,0,"2,75",NA,0,0,NA,,,,,
11_3,USER_11,Dano moral extravio de bagagem,SMI2,,,0,0,0,0,1,NA,0,0,NA,,,,,
,,,SMI6,1,2,1,1,0,1,1,1,1,1,1,0,0,0,"0,01","0,01"
,,,E2,,,0,1,0,0,1,NA,0,0,NA,,,,,
,,,E3,,,0,1,0,0,1,NA,0,0,NA,,,,,
,,Dano moral cancelamento de voo,SMI2,,,0,1,"0,4285714286","0,4285714286","2,428571429",NA,0,0,NA,,,,,
,,,SMI6,1,1,1,2,"0,4285714286","1,428571429","2,428571429","0,5882352941",1,1,"0,5882352941","-0,7655347464","-0,7655347464","-0,7655347464","0,01765534746","0,02"
,,,E2,,,0,2,"0,4285714286","0,4285714286","2,428571429",NA,0,0,NA,,,,,
,,Responsabilidade civil das companhias aéreas internacionais,PT3,1,5,1,3,0,1,"3,428571429","0,2916666667","0,69","0,69","0,422705314","-1,242275846","-0,8571703335","-1,62270508","0,0262270508","0,03"
,,,E2,1,9,1,4,0,1,"3,428571429","0,2916666667","0,68","0,68","0,4289215686","-1,22121423","-0,8304256765","-2,453130756","0,03453130756","0,03"
,,,E3,,,0,4,0,0,"3,428571429",NA,0,0,NA,,,,,
12_1,USER_12,Possuidor segundo o Código Civil,SMI2,,,0,0,0,0,1,NA,0,0,NA,,,,,
,,,SMI6,1,1,1,1,0,1,1,1,1,1,1,0,0,0,"0,01","0,01"
,,,SMI8,,,0,1,0,0,1,NA,0,0,NA,,,,,
,,Definição de detenção,SMI2,,,0,1,0,0,1,NA,0,0,NA,,,,,
,,Definição de detenção possessória,PT1,,,0,1,"0,75","0,75","2,75",NA,0,0,NA,,,,,
,,,SMI6,1,4,1,2,"0,75","1,75","2,75","0,6363636364","0,82","0,82","0,7760532151","-0,3657725114","-0,2999334594","-0,2999334594","0,01299933459","0,01"
12_2,USER_12,contrato de locação anuencia conjugal,SMI2,,,0,0,0,0,0,NA,0,0,NA,,,,,
,,Vênia conjugal locação,SMI2,,,0,0,"0,3333333333","0,3333333333","1,333333333",NA,0,0,NA,,,,,
,,,SMI6,,,0,0,"0,3333333333","0,3333333333","1,333333333",NA,0,0,NA,,,,,
,,,PT3,1,1,1,1,"0,3333333333","1,333333333","1,333333333",1,1,1,1,0,0,0,"0,01","0,01"
,,,E3,,,0,1,"0,3333333333","0,3333333333","1,333333333",NA,0,0,NA,,,,,
,,Direito de retomada manifestação,SMI2,,,0,1,0,0,"2,333333333",NA,0,0,NA,,,,,
,,,SMI6,,,0,1,0,0,"2,333333333",NA,0,0,NA,,,,,
,,,PT3,1,1,1,2,0,1,"2,333333333","0,4285714286",1,1,"0,4285714286","-1,222392421","-1,222392421","-1,222392421","0,02222392421","0,02"
,,lei do inquilinato direito de preferência,SMI2,,,0,2,"0,1111111111","0,1111111111","3,444444444",NA,0,0,NA,,,,,
,,,SMI6,1,4,1,3,"0,1111111111","1,111111111","3,444444444","0,3225806452","0,82","0,82","0,3933910307","-1,34596403","-1,103690505","-2,326082926","0,03326082926","0,03"
,,,SMI7,,,0,3,"0,1111111111","0,1111111111","3,444444444",NA,0,0,NA,,,,,
,,,E4,,,0,3,"0,1111111111","0,1111111111","3,444444444",NA,0,0,NA,,,,,
12_3,USER_12,indenização danos morais,SMI3,1,1,1,1,0,1,1,1,1,1,1,0,0,0,"0,01","0,01"
,,,SMI6,,,0,1,0,0,1,NA,0,0,NA,,,,,
,,dano moral presumido perda de bagagem,PT1,1,3,1,2,0,1,2,"0,5","0,95","0,95","0,5263157895","-0,9259994186","-0,8796994476","-0,8796994476","0,01879699448","0,02"
,,,C6,,,0,2,0,0,2,NA,0,0,NA,,,,,
,,,SMI5,1,6,1,3,0,1,2,"0,5","0,63","0,63","0,7936507937","-0,3334237337","-0,2100569522","-1,0897564","0,020897564","0,02"
,,,SMI8,,,0,3,0,0,2,NA,0,0,NA,,,,,
,,,E4,,,0,3,0,0,2,NA,0,0,NA,,,,,
